video_id,caption,caption_len_chars,caption_len_words,mean_flow,NOTTA_psnr,NOTTA_ssim,NOTTA_lpips,ADA_psnr,ADA_ssim,ADA_lpips,ADA_NOPROMPT_psnr,ADA_NOPROMPT_ssim,ADA_NOPROMPT_lpips,LORA_R8_TTA_psnr,LORA_R8_TTA_ssim,LORA_R8_TTA_lpips,LORA_R8_TTA_NOPROMPT_psnr,LORA_R8_TTA_NOPROMPT_ssim,LORA_R8_TTA_NOPROMPT_lpips,TL_BARE_R2_psnr,TL_BARE_R2_ssim,TL_BARE_R2_lpips,TL_TIED_R2_psnr,TL_TIED_R2_ssim,TL_TIED_R2_lpips,ADA_dpsnr,ADA_dssim,ADA_dlpips,ADA_NOPROMPT_dpsnr,ADA_NOPROMPT_dssim,ADA_NOPROMPT_dlpips,LORA_R8_TTA_dpsnr,LORA_R8_TTA_dssim,LORA_R8_TTA_dlpips,LORA_R8_TTA_NOPROMPT_dpsnr,LORA_R8_TTA_NOPROMPT_dssim,LORA_R8_TTA_NOPROMPT_dlpips,TL_BARE_R2_dpsnr,TL_BARE_R2_dssim,TL_BARE_R2_dlpips,TL_TIED_R2_dpsnr,TL_TIED_R2_dssim,TL_TIED_R2_dlpips
panda_0700,"['A green bowl of soup with a spoon in it and a picture of a bowl of soup.', 'A green bowl of soup with a spoon in it.', 'A label with the words made with love on it.']",168,38,0.084574,12.913091,0.528240,0.543118,13.116032,0.540190,0.527251,12.670810,0.500517,0.558425,13.010565,0.512013,0.551573,12.623734,0.508282,0.562783,12.807144,0.522794,0.548498,12.962945,0.521988,0.538546,0.202941,0.011950,-0.015866,-0.242281,-0.027723,0.015308,0.097474,-0.016227,0.008456,-0.289356,-0.019959,0.019665,-0.105946,-0.005446,0.005381,0.049855,-0.006253,-0.004572
panda_0701,"['Two men sitting at a table in front of a microphone.', 'A truck driving down a street with a house in the background.', 'A man in a black shirt holding a cat.']",162,32,0.106781,23.516665,0.849668,0.080642,23.508030,0.848175,0.081555,23.511855,0.848704,0.081080,23.520377,0.849570,0.080506,23.525404,0.849519,0.080633,23.524793,0.850050,0.080377,23.521271,0.849626,0.080726,-0.008635,-0.001493,0.000913,-0.004810,-0.000964,0.000438,0.003712,-0.000098,-0.000136,0.008739,-0.000149,-0.000009,0.008128,0.000382,-0.000265,0.004606,-0.000042,0.000084
panda_0702,"['A wooden wine rack on a white background.', 'The instructions for a shelving system.', 'The user has provided a 3d model of a wooden frame. the frame is made of wood and has a white background.']",197,36,3.773067,19.517598,0.813352,0.105434,19.525654,0.812693,0.105818,19.468178,0.811592,0.106641,19.529388,0.813069,0.105628,19.532691,0.812785,0.105919,19.530515,0.813129,0.105692,19.503685,0.812929,0.105914,0.008056,-0.000659,0.000384,-0.049420,-0.001760,0.001206,0.011789,-0.000283,0.000194,0.015093,-0.000567,0.000484,0.012917,-0.000223,0.000258,-0.013913,-0.000422,0.000479
panda_0703,"['The user is using a computer to control a graph on a screen.', 'An audio editing screen with green lines.', 'There are two horses wearing headphones and playing the piano.']",175,30,1.373073,17.439423,0.785931,0.360898,17.576285,0.784305,0.363460,17.383218,0.781322,0.364487,17.313158,0.778847,0.369427,17.381938,0.782068,0.364288,17.483881,0.787071,0.364248,17.552064,0.786556,0.359017,0.136862,-0.001625,0.002561,-0.056205,-0.004608,0.003588,-0.126265,-0.007084,0.008528,-0.057485,-0.003863,0.003389,0.044458,0.001140,0.003349,0.112641,0.000626,-0.001882
panda_0704,"['A young man is standing in front of a parking lot with trees in the background.', 'There is an aerial view of traffic on a highway with cars and trucks moving along the road.', 'An aerial view of a train track surrounded by trees.']",234,44,1.676177,24.641258,0.879193,0.083299,24.792417,0.883740,0.081864,24.795411,0.883562,0.081600,24.643224,0.878224,0.083781,24.628104,0.878236,0.083879,24.645986,0.878795,0.083670,24.630495,0.879000,0.083662,0.151159,0.004547,-0.001435,0.154153,0.004369,-0.001699,0.001966,-0.000969,0.000482,-0.013154,-0.000956,0.000580,0.004729,-0.000398,0.000371,-0.010763,-0.000192,0.000363
panda_0705,"['A close up of a pair of pliers laying on the floor.', 'A red and black motorcycle parked in a garage.', 'A close up of a red and black motorcycle.']",150,30,0.430989,10.886959,0.397541,0.646779,11.130880,0.340402,0.645808,10.978291,0.385520,0.650254,10.770496,0.391357,0.652439,10.879795,0.390707,0.651435,10.805678,0.396947,0.649002,10.943704,0.398867,0.646288,0.243921,-0.057139,-0.000971,0.091332,-0.012021,0.003475,-0.116463,-0.006184,0.005660,-0.007164,-0.006834,0.004656,-0.081281,-0.000594,0.002223,0.056745,0.001326,-0.000491
panda_0706,"['The logo for a movie network exclusive.', 'A scene from the movie star wars the force awakens.', 'A sign that says ""rogue one"" on a black background.']",153,27,14.366471,14.264155,0.694723,0.290926,14.272341,0.695634,0.290263,14.318290,0.698209,0.288260,14.299056,0.695892,0.288133,14.278939,0.695417,0.288722,14.271997,0.694671,0.291290,14.288976,0.695933,0.289067,0.008186,0.000911,-0.000662,0.054135,0.003486,-0.002666,0.034901,0.001169,-0.002793,0.014784,0.000695,-0.002204,0.007842,-0.000051,0.000365,0.024821,0.001210,-0.001858
panda_0707,"['Three speech bubbles with question marks on a white background.', 'It is a close up of a wooden spoon filled with aloe vera gel on a wooden table.', 'A green aloe vera plant is being held in a silver spoon.']",210,40,0.074208,41.803067,0.986595,0.005287,41.884089,0.986671,0.005094,41.893328,0.986690,0.005050,41.774562,0.986491,0.005361,41.815755,0.986573,0.005245,41.832810,0.986644,0.005245,41.835856,0.986665,0.005203,0.081022,0.000076,-0.000193,0.090261,0.000095,-0.000238,-0.028505,-0.000104,0.000073,0.012688,-0.000022,-0.000042,0.029743,0.000049,-0.000043,0.032789,0.000070,-0.000084
panda_0708,"['A young man is fishing in a beautiful lake with tall grass and trees surrounding it.', 'A man is holding a large pike fish that he caught in the lake.', 'A person holding a fishing rod and making a hand gesture.']",215,41,0.068715,19.441805,0.664305,0.134602,19.412039,0.659936,0.136828,19.419662,0.659105,0.136314,19.430509,0.661795,0.136271,19.420738,0.661260,0.136318,19.458354,0.665515,0.134014,19.452780,0.664919,0.134432,-0.029765,-0.004369,0.002226,-0.022143,-0.005200,0.001712,-0.011295,-0.002509,0.001669,-0.021067,-0.003045,0.001717,0.016550,0.001211,-0.000588,0.010975,0.000615,-0.000169
panda_0709,"['The inside of a limousine looking out the window.', 'A gold sports car with a sign saying $100.', 'A gold mercedes-benz g-class parked in the middle of a city street.']",170,30,3.105038,6.708387,0.509806,0.562163,6.681318,0.479052,0.605526,6.535291,0.472390,0.614151,6.612817,0.494928,0.570558,6.704106,0.501538,0.570487,6.699600,0.497896,0.569814,6.642840,0.514325,0.560491,-0.027070,-0.030754,0.043363,-0.173097,-0.037415,0.051988,-0.095571,-0.014878,0.008395,-0.004281,-0.008268,0.008324,-0.008788,-0.011910,0.007651,-0.065548,0.004519,-0.001672
panda_0710,"['A video game character running on a rainbow colored floor.', 'A video game scene with a woman running through it.', 'A woman swinging a golf club in a video game.']",166,30,0.987730,17.507067,0.803792,0.384438,17.496198,0.804061,0.394785,17.503338,0.804346,0.391579,17.518182,0.803081,0.391893,17.515152,0.803258,0.389019,17.501137,0.804125,0.383388,17.502639,0.803966,0.384672,-0.010869,0.000269,0.010347,-0.003728,0.000554,0.007141,0.011115,-0.000710,0.007454,0.008085,-0.000534,0.004581,-0.005929,0.000334,-0.001050,-0.004428,0.000174,0.000234
panda_0711,"['The women are working out in a room with a chair and a large window.', 'Three women are doing exercises on exercise mats in a living room.', 'Three women are doing a workout in a room.']",188,36,7.849322,12.696866,0.663435,0.592662,13.883376,0.659283,0.598854,11.316187,0.653153,0.608548,11.904109,0.668195,0.602419,12.466162,0.671139,0.598936,12.081603,0.672437,0.595725,12.408905,0.668657,0.595952,1.186510,-0.004152,0.006191,-1.380679,-0.010282,0.015886,-0.792757,0.004759,0.009756,-0.230704,0.007704,0.006274,-0.615262,0.009002,0.003062,-0.287961,0.005222,0.003290
panda_0712,"['It is a black background with white text on it.', 'A man sitting in front of a movie poster.', 'A film crew is shooting a scene in a forest.']",144,29,0.258949,25.763494,0.924720,0.020125,25.410620,0.919487,0.021579,25.313768,0.919148,0.020907,25.813130,0.916788,0.019988,25.947487,0.918755,0.019740,25.626167,0.923645,0.020525,25.679853,0.924146,0.020543,-0.352873,-0.005234,0.001454,-0.449726,-0.005573,0.000782,0.049636,-0.007932,-0.000137,0.183993,-0.005965,-0.000385,-0.137327,-0.001075,0.000400,-0.083641,-0.000574,0.000418
panda_0713,"['It is a black mercedes c class car driving on a snowy mountain road.', 'A white mercedes-benz station wagon is driving on a snowy road.', 'A man is driving a white car on a snowy road in the mountains.']",205,39,3.543058,15.499605,0.625644,0.354666,15.512527,0.628330,0.354965,15.513268,0.628308,0.355075,15.494578,0.627230,0.354945,15.502576,0.627102,0.355027,15.499620,0.625646,0.354696,15.491499,0.625622,0.354765,0.012922,0.002686,0.000299,0.013663,0.002664,0.000409,-0.005026,0.001587,0.000279,0.002972,0.001459,0.000361,0.000015,0.000003,0.000030,-0.008105,-0.000022,0.000099
panda_0714,"['A couple of twitters are displayed on a black screen.', 'A car is parked on a black background, and the lighting appears to be dim.', 'A white car is parked in the shade of a tree underneath a large tree.']",208,40,1.682320,13.410454,0.535901,0.358429,13.893573,0.542239,0.352174,13.370455,0.539097,0.359433,13.443646,0.535741,0.357900,13.227599,0.539677,0.359698,13.360073,0.537766,0.356131,13.301599,0.537478,0.360072,0.483119,0.006338,-0.006255,-0.039999,0.003196,0.001004,0.033191,-0.000160,-0.000529,-0.182856,0.003776,0.001269,-0.050381,0.001865,-0.002297,-0.108855,0.001577,0.001643
panda_0715,"['A motorcycle rider is riding on a dirt road and jumping over obstacles.', 'A poster for motocards on a blue background.', 'A person is riding a bicycle with a turbocharger and the camera is mounted on the handlebars of the bike.']",232,41,4.112953,12.838024,0.562101,0.356398,13.004323,0.604127,0.281143,12.526920,0.574518,0.347014,12.872278,0.560537,0.360007,12.780794,0.558221,0.363442,12.865623,0.560813,0.361427,12.897161,0.561386,0.361912,0.166300,0.042026,-0.075255,-0.311104,0.012416,-0.009384,0.034254,-0.001564,0.003610,-0.057230,-0.003880,0.007044,0.027599,-0.001288,0.005029,0.059137,-0.000715,0.005514
panda_0716,"['There is a man sitting in a taxi, and the taxi is driving through the city.', 'A woman in a black scarf holding a phone in her hand is standing in a room with a door.', 'A man in a suit is standing outside of a house, looking at the door.']",242,51,0.883422,20.260845,0.709966,0.165710,20.204743,0.708609,0.165252,20.100938,0.694812,0.193441,20.043032,0.701156,0.168653,20.069344,0.701820,0.168926,20.289810,0.710926,0.164646,20.277034,0.710953,0.164592,-0.056102,-0.001357,-0.000458,-0.159906,-0.015155,0.027731,-0.217812,-0.008810,0.002943,-0.191501,-0.008146,0.003216,0.028965,0.000960,-0.001064,0.016189,0.000987,-0.001118
panda_0717,"['A frying pan full of sausages on a stove.', 'Person is cooking sauerkraut in a pot on a stove.', 'There are several pieces of food cooking in a black skillet on top of a stove.']",180,35,0.961270,12.912003,0.409283,0.694547,14.109365,0.407473,0.677537,12.623844,0.404755,0.703248,12.381139,0.403358,0.702916,12.403653,0.406366,0.701415,12.886820,0.408230,0.691509,12.966598,0.407000,0.693297,1.197361,-0.001811,-0.017010,-0.288159,-0.004528,0.008701,-0.530864,-0.005926,0.008369,-0.508350,-0.002918,0.006868,-0.025183,-0.001053,-0.003038,0.054595,-0.002283,-0.001250
panda_0718,"['A baseball player running on a baseball field.', 'A baseball game with a crowd of people watching as a man swings his bat at a ball.', 'A baseball game is taking place in the stadium, with fans cheering and clapping for the players.']",236,43,0.076378,20.400848,0.541078,0.171195,20.416636,0.540427,0.168990,20.442385,0.540671,0.167662,20.380634,0.540874,0.174016,20.363731,0.539611,0.173343,20.365843,0.539001,0.171100,20.379618,0.540585,0.172121,0.015788,-0.000651,-0.002205,0.041537,-0.000407,-0.003533,-0.020215,-0.000203,0.002821,-0.037117,-0.001466,0.002148,-0.035005,-0.002076,-0.000095,-0.021230,-0.000492,0.000926
panda_0719,"['There are several pieces of cooked chicken on a metal rack on top of a counter.', 'A man is standing in a kitchen and preparing food.', 'The person is pouring a liquid into a bowl on a countertop.']",200,38,0.961270,15.946415,0.710617,0.222455,16.091489,0.711137,0.220645,16.048838,0.710575,0.224313,15.884157,0.703314,0.225037,15.979181,0.704794,0.225167,15.928918,0.710731,0.224296,15.941376,0.713141,0.224281,0.145074,0.000520,-0.001809,0.102423,-0.000042,0.001858,-0.062258,-0.007303,0.002582,0.032766,-0.005823,0.002712,-0.017497,0.000114,0.001841,-0.005039,0.002524,0.001826
panda_0720,"['A person is holding a smartphone with a picture of a game on the screen.', 'A field with tall grasses and clouds in the sky.', 'There is a field with tall grass and weeds growing in it.']",189,37,0.112698,34.972862,0.969855,0.060088,32.007852,0.917866,0.350420,31.807425,0.918081,0.357837,34.977483,0.969666,0.061087,34.771252,0.969174,0.062031,34.968652,0.969811,0.060281,34.969302,0.969827,0.060147,-2.965010,-0.051989,0.290332,-3.165436,-0.051774,0.297749,0.004621,-0.000190,0.000999,-0.201610,-0.000681,0.001943,-0.004210,-0.000045,0.000194,-0.003560,-0.000028,0.000059
panda_0721,"['A person holding a bag of green liquid on a counter.', 'A person is making a green smoothie in a blender.', 'The woman is holding a glass of green liquid in her hand while standing in front of a kitchen counter.']",215,41,0.206202,21.698515,0.839890,0.066913,21.680710,0.839500,0.066964,21.666293,0.839393,0.066978,21.689462,0.838941,0.067278,21.696337,0.839749,0.066997,21.669409,0.839010,0.067220,21.701370,0.839616,0.066991,-0.017805,-0.000390,0.000051,-0.032222,-0.000497,0.000065,-0.009053,-0.000949,0.000365,-0.002178,-0.000141,0.000084,-0.029107,-0.000880,0.000307,0.002855,-0.000274,0.000078
panda_0722,"['A white porsche driving down a curvy road.', 'A white sports car is driving on a winding road in the countryside with mountains in the background.', 'A porsche car with the words click to subscribe.']",202,35,0.961270,13.279754,0.324779,0.799126,13.037680,0.311932,0.803342,12.612991,0.322166,0.806010,12.676602,0.310875,0.802447,13.121568,0.311931,0.794630,13.245163,0.322815,0.799635,12.996765,0.329401,0.795879,-0.242075,-0.012847,0.004216,-0.666764,-0.002614,0.006884,-0.603152,-0.013904,0.003322,-0.158186,-0.012848,-0.004495,-0.034592,-0.001964,0.000510,-0.282989,0.004622,-0.003247
panda_0723,"['A street with police officers, a car and other vehicles.', 'A woman looking at a piece of paper in a dark room.', 'The apple tv plus logo on a black background.']",164,31,2.366187,20.139622,0.528161,0.367076,20.092852,0.526674,0.373004,20.098922,0.526378,0.373366,20.170447,0.527317,0.366934,20.163656,0.527264,0.367461,20.127659,0.528041,0.366455,20.188666,0.528571,0.365556,-0.046769,-0.001487,0.005927,-0.040699,-0.001783,0.006289,0.030825,-0.000844,-0.000142,0.024035,-0.000897,0.000384,-0.011963,-0.000120,-0.000622,0.049045,0.000410,-0.001521
panda_0724,"['Three men are drawing a car on a wall.', 'A white porsche suv parked in a park surrounded by trees.', 'A close up of a car engine with wires attached to it.']",160,32,0.701896,7.611478,0.237014,0.797842,7.464008,0.244785,0.810815,7.389917,0.245924,0.810468,7.772246,0.239511,0.789614,7.521672,0.244948,0.789803,8.027114,0.236733,0.792238,7.544404,0.236699,0.794794,-0.147470,0.007771,0.012973,-0.221561,0.008910,0.012627,0.160768,0.002497,-0.008227,-0.089805,0.007934,-0.008039,0.415636,-0.000281,-0.005604,-0.067074,-0.000315,-0.003048
panda_0725,"['A young woman in a green shirt is standing on the floor of a living room.', 'There is a car driving on a road and a construction site on the side of the road.', 'A person holding a syringe next to a green cup.']",213,44,1.099709,24.881761,0.853918,0.059861,24.861488,0.853428,0.060475,24.843522,0.853232,0.060356,24.875732,0.853946,0.059935,24.861384,0.853481,0.060009,24.874690,0.854018,0.059726,24.878416,0.853892,0.059534,-0.020273,-0.000490,0.000614,-0.038239,-0.000686,0.000495,-0.006029,0.000027,0.000073,-0.020377,-0.000437,0.000148,-0.007071,0.000100,-0.000136,-0.003345,-0.000026,-0.000327
panda_0726,"[""A close up of a person's hand on top of a pile of green leaves."", 'A group of people walking through a wooded area.', 'A glass window sitting on the ground next to a stone wall.']",181,36,1.479951,17.040280,0.478222,0.150091,17.017093,0.476994,0.151696,17.031522,0.477665,0.150341,17.032573,0.477622,0.150683,17.040118,0.478020,0.150662,17.033930,0.477987,0.150152,17.035730,0.478027,0.150283,-0.023187,-0.001228,0.001605,-0.008758,-0.000557,0.000251,-0.007707,-0.000600,0.000592,-0.000162,-0.000202,0.000571,-0.006350,-0.000235,0.000062,-0.004550,-0.000195,0.000192
panda_0727,"['A cat is eating food from a small white bowl on a carpet.', 'A cat is eating food from a bowl on the floor.', 'A black and white cat sitting on the floor next to a white plate.']",180,38,0.106585,18.075535,0.327954,0.123119,18.358773,0.355251,0.118947,18.532834,0.381662,0.149945,18.140545,0.333818,0.122779,18.120340,0.332122,0.123234,18.082570,0.329141,0.122744,18.088166,0.329865,0.122590,0.283238,0.027297,-0.004171,0.457299,0.053708,0.026826,0.065010,0.005864,-0.000340,0.044805,0.004169,0.000115,0.007035,0.001187,-0.000375,0.012631,0.001911,-0.000529
panda_0728,"['A picture of a statue of a dragon on a tv screen.', 'A close up of a cow on a skateboard.', 'A little girl is standing in front of the empire state building, and she is wearing a purple dress.']",196,40,0.122604,20.870599,0.858052,0.085050,20.908981,0.860443,0.081841,21.002140,0.861997,0.080516,20.835354,0.857317,0.085455,20.892289,0.858297,0.085077,20.868108,0.858742,0.085070,20.882765,0.858446,0.085005,0.038382,0.002391,-0.003209,0.131541,0.003945,-0.004534,-0.035245,-0.000735,0.000405,0.021690,0.000245,0.000028,-0.002491,0.000690,0.000020,0.012167,0.000393,-0.000045
panda_0729,"['There are two men sitting on red chairs in a room with shelves filled with bottles of food and drinks.', 'A shelf full of jars with labels on them.', 'The hallway is decorated with floral wallpaper and has a red lightbulb hanging from the ceiling.']",251,45,0.101680,23.047019,0.866952,0.105022,27.248863,0.895347,0.045460,27.284829,0.895400,0.045304,23.049195,0.866170,0.105466,22.847871,0.860008,0.118730,23.199199,0.868189,0.103511,24.461504,0.840341,0.143625,4.201845,0.028395,-0.059561,4.237810,0.028448,-0.059718,0.002177,-0.000782,0.000445,-0.199148,-0.006944,0.013708,0.152180,0.001238,-0.001511,1.414486,-0.026611,0.038603
panda_0730,"['A group of people, including a man, a woman, and a baby, are in a kitchen. they are looking at something on the ground.', 'A man is holding a smartphone and talking to someone on video call.', 'A man is talking to the camera and smiling.']",241,46,0.373865,8.758780,0.283743,0.716923,8.758393,0.283816,0.717218,8.758849,0.283867,0.717031,8.758755,0.283807,0.716897,8.759008,0.283775,0.716866,8.759025,0.283755,0.716966,8.759025,0.283747,0.716955,-0.000388,0.000073,0.000295,0.000069,0.000123,0.000107,-0.000025,0.000063,-0.000026,0.000228,0.000031,-0.000057,0.000245,0.000011,0.000042,0.000245,0.000003,0.000031
panda_0731,"['A person is knitting with green yarn on a white background.', 'A person is knitting a piece of yarn with a needle.', ""A black and white picture with text that says i'm swatched it using a 5mm look and it looked so much better.""]",230,44,1.514268,6.107312,0.409620,0.729314,6.078432,0.385650,0.724761,5.850233,0.387950,0.743513,6.261579,0.412509,0.738548,5.449391,0.405008,0.734437,6.669812,0.409533,0.727404,6.201546,0.408797,0.729301,-0.028879,-0.023970,-0.004552,-0.257079,-0.021670,0.014200,0.154268,0.002888,0.009234,-0.657921,-0.004612,0.005123,0.562500,-0.000087,-0.001910,0.094234,-0.000823,-0.000013
panda_0732,"['The mugshots of five men who have been arrested.', 'An aerial view of a dam that is leaking water and an aerial view of a road under construction next to a river.', 'A weather forecast on a tv screen.']",204,39,0.797484,23.205744,0.861319,0.112762,25.921719,0.893951,0.051506,25.844264,0.893128,0.052301,23.971333,0.867101,0.110119,23.591657,0.859690,0.111759,23.801889,0.863594,0.111203,25.628936,0.888346,0.056254,2.715975,0.032632,-0.061256,2.638520,0.031809,-0.060461,0.765589,0.005782,-0.002643,0.385913,-0.001629,-0.001003,0.596145,0.002274,-0.001559,2.423192,0.027026,-0.056508
panda_0733,"['A person holding an iphone in front of a laptop.', 'A computer screen with a message on it.', 'A person holding an iphone in front of a laptop.']",147,28,0.274438,10.440298,0.198692,0.637773,10.338373,0.211929,0.632900,10.169457,0.197109,0.613941,10.292971,0.196838,0.654768,10.563491,0.209900,0.612940,10.649968,0.214300,0.608572,10.679982,0.219609,0.612995,-0.101925,0.013238,-0.004873,-0.270841,-0.001582,-0.023832,-0.147328,-0.001853,0.016995,0.123193,0.011208,-0.024833,0.209670,0.015609,-0.029201,0.239684,0.020918,-0.024778
panda_0734,"['There are various types of reptiles, including snakes, lizards, and turtles, all housed in clear plastic containers.', 'A bunch of boxes sitting in a room next to a window.', 'People are working in a large kitchen with food on a table.']",239,41,0.188102,16.160553,0.335579,0.562331,17.858600,0.358819,0.548977,18.337445,0.359390,0.548891,16.094273,0.328945,0.563646,15.745195,0.330827,0.583041,15.900445,0.337280,0.579156,15.940448,0.340657,0.560472,1.698047,0.023240,-0.013354,2.176891,0.023811,-0.013440,-0.066281,-0.006634,0.001315,-0.415358,-0.004752,0.020710,-0.260109,0.001701,0.016825,-0.220105,0.005078,-0.001859
panda_0735,"['A person is driving a black car down a road with a green grassy field in the background.', 'A person is driving a car on a city street, and the camera captures the view from inside the car.', 'A person is driving a car down a street with both hands on the steering wheel and the sun streaming through the windshield.']",320,61,0.482308,8.618717,0.217908,0.824831,8.617161,0.203863,0.836494,8.694272,0.204752,0.837829,8.462316,0.209788,0.828497,8.515786,0.212026,0.828072,8.547837,0.217043,0.829923,8.596016,0.217070,0.825821,-0.001556,-0.014045,0.011663,0.075555,-0.013156,0.012998,-0.156402,-0.008120,0.003666,-0.102931,-0.005881,0.003242,-0.070880,-0.000865,0.005092,-0.022701,-0.000837,0.000990
panda_0736,"['The person is sitting in front of a desk with books and other items on it, wearing glasses and looking at the camera.', 'A tweet on a colorful background with palm trees in the background.', 'An invoice landing page with an image of a person looking at a computer screen.']",275,50,0.745269,6.131901,0.348875,0.931116,5.822467,0.339728,0.938938,5.971752,0.337461,0.944352,6.087299,0.348221,0.935057,6.114540,0.348623,0.935064,6.003839,0.340933,0.932533,6.079640,0.351812,0.929433,-0.309434,-0.009147,0.007822,-0.160148,-0.011414,0.013235,-0.044602,-0.000653,0.003940,-0.017360,-0.000252,0.003948,-0.128062,-0.007941,0.001416,-0.052260,0.002938,-0.001683
panda_0737,"['A man is standing in a kitchen and talking to the camera.', 'A person is cooking food in a pot on the stove with carrots and other vegetables.', 'A person is cutting meat on a white plate with a knife and fork.']",214,42,0.311901,11.939919,0.189872,0.691069,11.430437,0.184883,0.700489,11.648660,0.186465,0.684054,11.508732,0.180855,0.700007,11.337300,0.183166,0.699532,12.074237,0.188283,0.690727,12.143571,0.190604,0.687569,-0.509482,-0.004989,0.009420,-0.291259,-0.003407,-0.007016,-0.431187,-0.009017,0.008937,-0.602619,-0.006706,0.008462,0.134318,-0.001589,-0.000343,0.203652,0.000732,-0.003500
panda_0738,"['The front entrance of a building with glass doors.', 'A group of people shopping at an outdoor market.', 'A girl is sitting at her desk and talking to the camera.']",166,30,0.077570,15.274423,0.512305,0.477274,15.108287,0.518184,0.475125,15.223570,0.514421,0.475212,15.302566,0.511288,0.480370,15.277976,0.510335,0.483655,15.316958,0.513937,0.474793,15.304786,0.510618,0.482579,-0.166136,0.005879,-0.002149,-0.050853,0.002116,-0.002062,0.028143,-0.001016,0.003096,0.003553,-0.001970,0.006381,0.042535,0.001632,-0.002481,0.030363,-0.001687,0.005305
panda_0739,"['A man is cutting red peppers on a wooden cutting board in a modern kitchen.', 'The chef is cutting a lime into small pieces on a wooden cutting board.', 'A chef is cutting a lime with a knife on a wooden cutting board.']",222,43,3.743000,18.959999,0.780870,0.174118,18.630793,0.766123,0.183754,18.784701,0.778026,0.178958,18.754869,0.777882,0.176300,18.748442,0.778582,0.175815,18.723755,0.776966,0.176159,18.826762,0.774233,0.177560,-0.329206,-0.014747,0.009636,-0.175299,-0.002844,0.004840,-0.205130,-0.002988,0.002182,-0.211558,-0.002288,0.001697,-0.236244,-0.003904,0.002042,-0.133237,-0.006637,0.003442
panda_0740,"['A pair of scissors laying on the floor next to some plastic bags.', 'A pair of scissors being used to cut a piece of bubble wrap.', 'A picture of a circle of silver spoons on a table.']",187,37,4.146956,20.003910,0.465366,0.343795,20.337843,0.489027,0.319495,20.079375,0.466552,0.342663,20.002097,0.465117,0.343862,20.007435,0.463893,0.344877,19.987667,0.463750,0.345086,20.008441,0.465046,0.343882,0.333933,0.023661,-0.024301,0.075464,0.001186,-0.001133,-0.001814,-0.000249,0.000066,0.003525,-0.001472,0.001082,-0.016244,-0.001615,0.001291,0.004530,-0.000319,0.000086
panda_0741,"['A mother and her two children are sitting at a table and making crafts together.', 'Two little girls playing with wooden toys on a table.', 'Two little girls sitting at a table making crafts.']",195,34,0.214227,20.089496,0.472661,0.104615,20.152096,0.475014,0.104247,20.110339,0.472826,0.104615,20.142168,0.475315,0.104514,20.140986,0.475000,0.104761,20.132130,0.475302,0.104482,20.113967,0.474020,0.104402,0.062600,0.002353,-0.000368,0.020843,0.000165,0.000001,0.052672,0.002654,-0.000101,0.051490,0.002339,0.000147,0.042634,0.002641,-0.000133,0.024471,0.001359,-0.000212
panda_0742,"['Three men standing on a street in front of a building.', 'A black man is sitting in front of a red background and talking to the camera.', 'There is a large waterfall in the middle of a room, with lightning flashing around it.']",230,43,6.591050,22.476857,0.891676,0.089478,23.490402,0.902001,0.080176,23.448319,0.899468,0.080565,22.497780,0.892492,0.087993,22.464049,0.891255,0.089060,22.480892,0.891045,0.089083,22.592401,0.893198,0.087537,1.013545,0.010325,-0.009302,0.971463,0.007792,-0.008912,0.020923,0.000816,-0.001485,-0.012807,-0.000422,-0.000418,0.004036,-0.000631,-0.000395,0.115545,0.001522,-0.001941
panda_0743,"['An older man and woman stand on a beach with the ocean in the background.', 'A woman and a man are sitting at a table with a baby in a stroller.', 'A man and a woman kissing in front of a group of people.']",208,44,0.192903,9.274775,0.404814,0.642618,9.209425,0.388422,0.652396,9.166271,0.404323,0.640829,9.298976,0.406803,0.646774,9.416419,0.401537,0.635904,9.241814,0.400318,0.629828,9.186025,0.401540,0.645929,-0.065350,-0.016392,0.009778,-0.108504,-0.000491,-0.001789,0.024201,0.001990,0.004156,0.141644,-0.003277,-0.006714,-0.032961,-0.004495,-0.012790,-0.088750,-0.003273,0.003311
panda_0744,"['There are two people standing on a sidewalk, one of them is holding a plate with food on it and the other person is looking at the food with interest.', 'A person is cooking food in a pan on a stove.', 'Person is making a quesadilla on a flat top grill.']",257,51,1.062264,12.308722,0.430538,0.437229,12.758079,0.438211,0.409294,12.400559,0.426777,0.436365,12.147476,0.431570,0.447110,12.332419,0.433582,0.434704,12.270784,0.430268,0.438629,12.296695,0.431892,0.438450,0.449357,0.007674,-0.027936,0.091837,-0.003761,-0.000864,-0.161246,0.001032,0.009881,0.023698,0.003044,-0.002525,-0.037937,-0.000269,0.001400,-0.012027,0.001355,0.001220
panda_0745,"['The word numeros complexos on a blue background.', 'The text ""climax me no"" appears and disappears in different colors with a black background.', 'A red sign with a yellow text over a black background.']",205,34,3.826298,36.779886,0.991527,0.001431,36.226728,0.989102,0.011579,36.694768,0.991148,0.001715,36.806465,0.991064,0.001887,36.812659,0.991082,0.001875,36.789931,0.991547,0.001416,36.799364,0.991555,0.001409,-0.553158,-0.002425,0.010148,-0.085118,-0.000379,0.000284,0.026579,-0.000463,0.000456,0.032773,-0.000445,0.000444,0.010045,0.000020,-0.000015,0.019478,0.000028,-0.000023
